season,week,game_id,away_team,home_team,kickoff_timestamp,spread_opener,spread_opener_sportsbook,spread_opener_timestamp_utc,spread_opener_timestamp_eastern,spread_opener_weekday,spread_opener_local_time,total_opener,total_opener_sportsbook,total_opener_timestamp_utc,total_opener_timestamp_eastern,total_opener_weekday,total_opener_local_time,spread_total_same_sportsbook,spread_total_same_timestamp,source_file,spread_source_column_or_json_path,total_source_column_or_json_path,spread_opener_definition,total_opener_definition,timestamp_certainty,missing_reason,preceding_saturday_date,spread_hours_after_saturday_noon_et,spread_hours_after_saturday_7pm_et,spread_hours_after_saturday_1159pm_et,spread_first_recorded_bucket,total_hours_after_saturday_noon_et,total_hours_after_saturday_7pm_et,total_hours_after_saturday_1159pm_et,total_first_recorded_bucket
2025,5,401752850,USC,Illinois,2025-09-27T16:00:00+00:00,1.5,ESPN Bet,,,,,56.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752850].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752850].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752851,UCLA,Northwestern,2025-09-27T19:30:00+00:00,-6.5,ESPN Bet,,,,,45.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752851].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752851].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752852,Ohio State,Washington,2025-09-27T19:30:00+00:00,11.5,ESPN Bet,,,,,48.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752852].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752852].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752853,Indiana,Iowa,2025-09-27T19:30:00+00:00,2.5,ESPN Bet,,,,,48.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752853].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752853].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,5,401752854,Oregon,Penn State,2025-09-27T23:30:00+00:00,-6.5,ESPN Bet,,,,,52.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752854].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752854].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-20,,,,unknown,,,,unknown
2025,6,401752855,Penn State,UCLA,2025-10-04T19:30:00+00:00,25.5,ESPN Bet,,,,,49.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752855].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752855].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752856,Wisconsin,Michigan,2025-10-04T16:00:00+00:00,-16.5,ESPN Bet,,,,,41.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752856].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752856].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752857,Washington,Maryland,2025-10-04T19:30:00+00:00,5.5,ESPN Bet,,,,,52.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752857].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752857].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752858,UL Monroe,Northwestern,2025-10-04T19:30:00+00:00,-10.5,ESPN Bet,,,,,40.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752858].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752858].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752859,Minnesota,Ohio State,2025-10-04T23:30:00+00:00,-24.5,ESPN Bet,,,,,44.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752859].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752859].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752860,Michigan State,Nebraska,2025-10-04T20:00:00+00:00,-10.5,ESPN Bet,,,,,53.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752860].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752860].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,6,401752861,Illinois,Purdue,2025-10-04T16:00:00+00:00,7.5,ESPN Bet,,,,,54.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752861].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752861].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-09-27,,,,unknown,,,,unknown
2025,7,401752862,Rutgers,Washington,2025-10-11T01:00:00+00:00,-10.5,ESPN Bet,,,,,,,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752862].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752863,UCLA,Michigan State,2025-10-11T16:00:00+00:00,-7.5,ESPN Bet,,,,,55.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752863].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752863].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752864,Purdue,Minnesota,2025-10-11T23:30:00+00:00,-9.5,ESPN Bet,,,,,52.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752864].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752864].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752865,Ohio State,Illinois,2025-10-11T16:00:00+00:00,13.5,ESPN Bet,,,,,50.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752865].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752865].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752866,Northwestern,Penn State,2025-10-11T19:30:00+00:00,-21.5,ESPN Bet,,,,,48.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752866].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752866].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752867,Nebraska,Maryland,2025-10-11T19:30:00+00:00,5.5,ESPN Bet,,,,,47.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752867].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752867].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752868,Michigan,USC,2025-10-11T23:30:00+00:00,-1.5,ESPN Bet,,,,,57.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752868].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752868].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752869,Iowa,Wisconsin,2025-10-11T23:00:00+00:00,3.5,ESPN Bet,,,,,37.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752869].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752869].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,7,401752870,Indiana,Oregon,2025-10-11T19:30:00+00:00,-14.0,ESPN Bet,,,,,55.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752870].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752870].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-04,,,,unknown,,,,unknown
2025,8,401752871,USC,Notre Dame,2025-10-18T23:30:00+00:00,-10.0,ESPN Bet,,,,,53.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752871].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752871].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752872,Nebraska,Minnesota,2025-10-18T00:00:00+00:00,5.5,ESPN Bet,,,,,47.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752872].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752872].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752873,Washington,Michigan,2025-10-18T16:00:00+00:00,-10.5,ESPN Bet,,,,,47.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752873].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752873].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752874,Purdue,Northwestern,2025-10-18T19:00:00+00:00,-3.5,ESPN Bet,,,,,48.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752874].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752874].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752875,Penn State,Iowa,2025-10-18T23:00:00+00:00,10.5,ESPN Bet,,,,,45.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752875].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752875].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752876,Oregon,Rutgers,2025-10-18T22:30:00+00:00,15.5,ESPN Bet,,,,,58.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752876].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752876].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752877,Ohio State,Wisconsin,2025-10-18T19:30:00+00:00,26.5,ESPN Bet,,,,,40.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752877].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752877].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752878,Michigan State,Indiana,2025-10-18T19:30:00+00:00,-26.5,ESPN Bet,,,,,53.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752878].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752878].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,8,401752879,Maryland,UCLA,2025-10-18T23:00:00+00:00,-3.5,ESPN Bet,,,,,52.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752879].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752879].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-11,,,,unknown,,,,unknown
2025,9,401752880,Illinois,Washington,2025-10-25T19:30:00+00:00,-4.5,ESPN Bet,,,,,55.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752880].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752880].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-18,,,,unknown,,,,unknown
2025,9,401752881,Michigan,Michigan State,2025-10-25T23:30:00+00:00,8.0,ESPN Bet,,,,,46.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752881].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752881].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-18,,,,unknown,,,,unknown
2025,9,401752882,Minnesota,Iowa,2025-10-25T19:30:00+00:00,-8.5,ESPN Bet,,,,,38.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752882].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752882].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-18,,,,unknown,,,,unknown
2025,9,401752883,Northwestern,Nebraska,2025-10-25T16:00:00+00:00,-9.5,ESPN Bet,,,,,43.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752883].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752883].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-18,,,,unknown,,,,unknown
2025,9,401752884,Rutgers,Purdue,2025-10-25T16:00:00+00:00,2.5,ESPN Bet,,,,,57.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752884].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752884].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-18,,,,unknown,,,,unknown
2025,9,401752885,UCLA,Indiana,2025-10-25T16:00:00+00:00,-24.5,ESPN Bet,,,,,,,,,,,,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752885].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-18,,,,unknown,,,,unknown
2025,9,401752886,Wisconsin,Oregon,2025-10-25T23:00:00+00:00,-34.5,ESPN Bet,,,,,43.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752886].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752886].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-18,,,,unknown,,,,unknown
2025,10,401752887,Indiana,Maryland,2025-11-01T19:30:00+00:00,21.5,ESPN Bet,,,,,51.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752887].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752887].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-25,,,,unknown,,,,unknown
2025,10,401752888,Michigan State,Minnesota,2025-11-01T19:30:00+00:00,-5.5,ESPN Bet,,,,,44.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752888].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752888].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-25,,,,unknown,,,,unknown
2025,10,401752889,Penn State,Ohio State,2025-11-01T16:00:00+00:00,-4.0,ESPN Bet,,,,,50.5,ESPN Bet,,,,,True,,cfbd_cache/coach_full_game_fav_dog/lines_2025_regular.json,$[id=401752889].lines[provider='ESPN Bet'].spreadOpen -> full_game_modeling_rows.opening_home_spread,$[id=401752889].lines[provider='ESPN Bet'].overUnderOpen -> full_game_modeling_rows.opening_total,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,book-specific CFBD retained opening field; not earliest-across-books and not consensus-derived,unknown: no timestamp field,CFBD event/provider line contains no opening observation or sportsbook posting timestamp; actual public posting time cannot be established,2025-10-25,,,,unknown,,,,unknown
