snapshot_date,season,team,conference,book,win_total,over_odds,under_odds,source_url,notes
2026-06-23,2026,Texas,,BetMGM,9.5,105,-135,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Texas,,DraftKings,9.5,130,-156,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Texas A&M,,BetMGM,8.5,-115,-110,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Texas A&M,,DraftKings,8.5,100,-120,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Texas St,,BetMGM,6.5,130,-165,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Texas St,,DraftKings,6.5,130,-166,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Texas Tech,,BetMGM,10.5,-220,170,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Texas Tech,,DraftKings,10.5,-190,154,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Toledo,,BetMGM,7.5,-130,100,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Toledo,,DraftKings,7.5,-130,100,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Troy,,BetMGM,6.5,-155,120,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Troy,,DraftKings,6.5,-140,110,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Tulane,,BetMGM,7.5,120,-150,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Tulane,,DraftKings,7.5,120,-150,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Tulsa,,BetMGM,5.5,-105,-125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Tulsa,,DraftKings,5.5,-105,-125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UAB,,BetMGM,3.5,-115,-115,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,UAB,,DraftKings,3.5,-115,-115,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UCLA,,BetMGM,6.5,100,-125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,UCLA,,DraftKings,6.5,110,-132,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UConn,,BetMGM,5.5,-155,120,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,UConn,,DraftKings,5.5,-146,115,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UMass,,DraftKings,2.5,-146,115,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UNC,,BetMGM,4.5,-135,105,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,UNC,,DraftKings,4.5,-130,110,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UNLV,,BetMGM,7.5,-160,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,UNLV,,DraftKings,7.5,-130,100,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,USC,,BetMGM,8.5,105,-125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,USC,,DraftKings,8.5,115,-136,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UTEP,,BetMGM,3.5,110,-140,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,UTEP,,DraftKings,3.5,110,-140,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,UTSA,,BetMGM,7.5,-125,-105,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,UTSA,,DraftKings,7.5,-125,-105,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Utah,,BetMGM,8.5,-135,105,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Utah,,DraftKings,8.5,-150,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Utah State,,BetMGM,4.5,-160,130,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Utah State,,DraftKings,5.5,144,-190,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Vanderbilt,,BetMGM,5.5,-155,120,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Vanderbilt,,DraftKings,5.5,-160,134,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Virginia,,BetMGM,7.5,-160,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Virginia,,DraftKings,7.5,-150,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Virginia Tech,,BetMGM,6.5,-160,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Virginia Tech,,DraftKings,6.5,-150,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,W. Kentucky,,BetMGM,6.5,-180,135,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,W. Kentucky,,DraftKings,7.5,125,-160,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,W. Michigan,,BetMGM,7.5,120,-155,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,W. Michigan,,DraftKings,7.5,120,-150,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Wake Forest,,BetMGM,5.5,-125,100,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Wake Forest,,DraftKings,3.5,100,-120,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK LA DK; best_under=DK LA DK
2026-06-23,2026,Wake Forest,,DraftKings,5.5,-136,115,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Washington,,BetMGM,7.5,-160,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Washington,,DraftKings,7.5,-170,140,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Washington St,,BetMGM,4.5,-190,145,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Washington St,,DraftKings,5.5,134,-175,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,West Virginia,,BetMGM,5.5,-175,135,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,West Virginia,,DraftKings,5.5,-150,125,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Wisconsin,,BetMGM,6.5,-135,105,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Wisconsin,,DraftKings,6.5,-105,-115,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
2026-06-23,2026,Wyoming,,BetMGM,5.5,-110,-120,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,preferred_state=OH; action_book_id=1665; action_book_display=BetMGM OH
2026-06-23,2026,Wyoming,,DraftKings,5.5,-110,-120,https://api.actionnetwork.com/web/v1/leagues/2/futures/ncaaf_futures_special_fixture_10997_2027_ncaaf_regular_season_total_wins,brand_mode=state; best_over=DK NJ DK; best_under=DK NJ DK
