snapshot_date,season,source,team,raw_team,conference,record,record_decimal,rank,rating,power_rank,power,off_rank,off_rating,def_rank,def_rating,hfa,sos_rank,sos,ssf_rank,ssf,expected_wins,expected_losses,source_url,pulled_at,notes
2026-07-29,2026,Massey Ratings,Air Force,Air Force,Mountain West,0-0,0.0,93,7.22,90,47.49,88,51.42,92,24.04,2.21,1,0.0,106,44.29,6.81,5.19,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,New Mexico,New Mexico,Mountain West,0-0,0.0,94,7.22,91,47.41,86,51.47,94,23.9,2.2,1,0.0,108,44.09,6.84,5.16,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Marshall,Marshall,Sun Belt,0-0,0.0,95,7.21,92,47.29,82,52.3,102,22.96,2.22,1,0.0,109,43.65,6.98,5.02,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Troy,Troy,Sun Belt,0-0,0.0,96,7.17,98,45.82,104,49.17,90,24.61,2.21,1,0.0,115,43.06,6.73,5.27,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Hawaii,Hawaii,Mountain West,0-0,0.0,97,7.14,96,46.07,98,50.01,93,24.02,2.33,1,0.0,98,45.23,6.22,5.78,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Connecticut,Connecticut,FBS Indep,0-0,0.0,98,7.13,97,45.96,87,51.46,103,22.47,2.33,1,0.0,96,45.68,6.02,5.98,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Wyoming,Wyoming,Mountain West,0-0,0.0,99,7.09,99,44.52,123,46.38,83,26.1,2.3,1,0.0,111,43.27,6.29,5.71,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Louisiana Tech,Louisiana Tech,Conference USA,0-0,0.0,100,7.04,101,44.07,111,48.38,97,23.66,2.31,1,0.0,101,44.92,5.71,6.29,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,South Alabama,South Alabama,Sun Belt,0-0,0.0,101,7.03,100,44.25,97,50.05,105,22.16,2.29,1,0.0,103,44.63,5.89,6.11,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Louisiana,Louisiana,Sun Belt,0-0,0.0,102,7.0,102,43.52,99,49.78,109,21.71,2.27,1,0.0,129,40.74,6.77,5.23,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,San Jose State,San Jose St,Mountain West,0-0,0.0,103,6.99,103,43.5,101,49.65,107,21.82,2.28,1,0.0,97,45.24,5.99,7.01,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Jacksonville State,Jacksonville St,Conference USA,0-0,0.0,104,6.97,106,42.8,105,49.09,110,21.68,2.26,1,0.0,133,40.08,6.18,4.82,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Georgia Southern,Ga Southern,Sun Belt,0-0,0.0,105,6.95,105,43.06,94,50.43,116,20.6,2.34,1,0.0,91,46.23,5.12,6.88,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Temple,Temple,American Athletic,0-0,0.0,106,6.94,104,43.21,100,49.71,112,21.47,2.31,1,0.0,80,48.12,4.73,7.27,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Appalachian State,Appalachian St,Sun Belt,0-0,0.0,107,6.92,107,42.5,106,48.91,111,21.56,2.38,1,0.0,105,44.32,5.49,6.51,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Liberty,Liberty,Conference USA,0-0,0.0,108,6.91,108,42.33,109,48.51,108,21.79,2.26,1,0.0,137,38.16,6.51,4.49,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Central Michigan,C Michigan,Mid-American,0-0,0.0,109,6.9,111,41.72,119,46.59,100,23.1,2.31,1,0.0,117,42.47,5.81,6.19,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Bowling Green,Bowling Green,Mid-American,0-0,0.0,110,6.9,110,41.78,124,46.3,98,23.45,2.11,1,0.0,100,44.99,5.15,6.85,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Nevada,Nevada,Mountain West,0-0,0.0,111,6.88,112,41.46,122,46.39,101,23.04,2.27,1,0.0,86,46.98,4.51,7.49,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Florida Atlantic,FL Atlantic,American Athletic,0-0,0.0,112,6.86,109,41.9,96,50.23,123,19.64,2.28,1,0.0,92,46.2,4.84,7.16,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Arkansas State,Arkansas St,Sun Belt,0-0,0.0,113,6.86,113,41.33,113,48.28,114,21.02,2.3,1,0.0,121,42.16,5.77,6.23,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Colorado State,Colorado St,Pac 12,0-0,0.0,114,6.86,114,41.29,117,46.81,104,22.45,2.25,1,0.0,71,51.86,3.03,7.97,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Northern Illinois,N Illinois,Mountain West,0-0,0.0,115,6.84,117,40.6,130,44.71,95,23.85,2.12,1,0.0,79,48.24,4.06,7.94,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Coastal Carolina,Coastal Car,Sun Belt,0-0,0.0,116,6.83,115,41.07,107,48.82,118,20.22,2.28,1,0.0,113,43.25,5.38,6.62,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Tulsa,Tulsa,American Athletic,0-0,0.0,117,6.81,116,40.97,108,48.73,119,20.2,2.24,1,0.0,94,45.79,4.71,7.29,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Missouri State,Missouri St,Conference USA,0-0,0.0,118,6.77,118,40.1,110,48.38,122,19.68,2.26,1,0.0,124,41.42,4.75,5.25,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Southern Miss,Southern Miss,Sun Belt,0-0,0.0,119,6.77,119,39.96,115,47.48,117,20.45,2.26,1,0.0,95,45.74,4.43,7.57,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Buffalo,Buffalo,Mid-American,0-0,0.0,120,6.75,121,39.44,125,46.24,113,21.17,2.22,1,0.0,135,39.22,6.02,5.98,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,UAB,UAB,American Athletic,0-0,0.0,121,6.73,120,39.87,102,49.59,134,18.25,2.3,1,0.0,88,46.67,4.25,7.75,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Rice,Rice,American Athletic,0-0,0.0,122,6.71,122,38.96,126,46.15,115,20.77,2.33,1,0.0,78,48.85,3.47,8.53,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Eastern Michigan,E Michigan,Mid-American,0-0,0.0,123,6.68,124,38.39,121,46.4,120,19.95,2.22,1,0.0,120,42.19,4.99,7.01,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Florida International,Florida Intl,Conference USA,0-0,0.0,124,6.66,123,38.59,116,47.33,128,19.22,2.24,1,0.0,136,38.91,5.41,5.59,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Georgia State,Georgia St,Sun Belt,0-0,0.0,125,6.61,125,37.59,120,46.58,130,18.98,2.18,1,0.0,110,43.37,4.45,7.55,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Sacramento State,CS Sacramento,Mid-American,0-0,0.0,126,6.59,126,37.36,114,47.62,136,17.71,2.24,1,0.0,130,40.55,5.07,6.93,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Middle Tennessee,MTSU,Conference USA,0-0,0.0,127,6.57,128,36.53,127,45.5,129,19.01,2.3,1,0.0,128,40.94,4.42,6.58,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Kennesaw State,Kennesaw,Conference USA,0-0,0.0,128,6.57,129,36.5,128,45.2,127,19.26,2.18,1,0.0,131,40.45,4.96,7.04,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Delaware,Delaware,Conference USA,0-0,0.0,129,6.56,127,36.57,118,46.7,135,17.84,2.29,1,0.0,119,42.26,3.76,6.24,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,New Mexico State,New Mexico St,Conference USA,0-0,0.0,130,6.54,130,36.1,131,44.6,125,19.46,2.27,1,0.0,126,41.37,3.43,5.57,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Akron,Akron,Mid-American,0-0,0.0,131,6.53,131,36.08,134,44.22,121,19.83,2.2,1,0.0,118,42.43,4.29,7.71,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Ball State,Ball St,Mid-American,0-0,0.0,132,6.53,133,35.92,132,44.42,124,19.47,2.35,1,0.0,116,42.92,4.26,7.74,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,UTEP,UTEP,Mountain West,0-0,0.0,133,6.53,132,35.97,129,45.2,132,18.74,2.26,1,0.0,87,46.79,3.31,8.69,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Charlotte,Charlotte,American Athletic,0-0,0.0,134,6.48,134,35.37,133,44.42,131,18.92,2.17,1,0.0,84,47.83,2.96,9.04,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,UL-Monroe,ULM,Sun Belt,0-0,0.0,135,6.46,135,34.89,137,43.5,126,19.36,2.35,1,0.0,104,44.34,3.57,8.43,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Sam Houston,Sam Houston St,Conference USA,0-0,0.0,136,6.43,136,34.38,136,43.88,133,18.47,2.25,1,0.0,123,41.46,3.14,5.86,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Kent State,Kent,Mid-American,0-0,0.0,137,6.32,137,32.92,135,44.08,137,16.81,2.32,1,0.0,102,44.88,3.13,8.87,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
2026-07-29,2026,Massey Ratings,Massachusetts,Massachusetts,Mid-American,0-0,0.0,138,5.9,138,26.06,138,40.33,138,13.7,2.26,1,0.0,138,37.55,3.21,8.79,https://masseyratings.com/cf/fbs/ratings,2026-07-29T12:37:06Z,Parsed from manually copied/rendered Massey ratings table.
