season,week,date,game_id,continuity_team,continuity_opponent,conference_matchup_type,continuity_team_role,continuity_team_spread,offense_vs_defense_edge,defense_vs_offense_edge,combined_component_edge,component_profile,continuity_team_ats_result,continuity_team_ats_margin,continuity_team_clv,source_flipped,combined_rule
2023,4,2023-09-23T19:30:00.000Z,401525506,Boston College,Louisville,P4_vs_P4,Underdog,13.833333333333334,28.0,18.0,46.0,balanced_both_5_plus,L,-14.166666666666666,,False,offense_25_plus
2023,4,2023-09-23T19:30:00.000Z,401525506,Boston College,Louisville,P4_vs_P4,Underdog,13.833333333333334,28.0,18.0,46.0,balanced_both_5_plus,L,-14.166666666666666,,False,either_component_25_plus
2023,4,2023-09-23T19:30:00.000Z,401525506,Boston College,Louisville,P4_vs_P4,Underdog,13.833333333333334,28.0,18.0,46.0,balanced_both_5_plus,L,-14.166666666666666,,False,both_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525507,Florida State,Clemson,P4_vs_P4,Favorite,-2.0,5.0,30.0,35.0,balanced_both_5_plus,W,5.0,,False,both_positive
2023,4,2023-09-23T16:00:00.000Z,401525507,Florida State,Clemson,P4_vs_P4,Favorite,-2.0,5.0,30.0,35.0,balanced_both_5_plus,W,5.0,,False,both_5_plus
2023,4,2023-09-23T16:00:00.000Z,401525507,Florida State,Clemson,P4_vs_P4,Favorite,-2.0,5.0,30.0,35.0,balanced_both_5_plus,W,5.0,,False,defense_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525507,Florida State,Clemson,P4_vs_P4,Favorite,-2.0,5.0,30.0,35.0,balanced_both_5_plus,W,5.0,,False,defense_15_plus_off_nonnegative
2023,4,2023-09-23T16:00:00.000Z,401525507,Florida State,Clemson,P4_vs_P4,Favorite,-2.0,5.0,30.0,35.0,balanced_both_5_plus,W,5.0,,False,defense_25_plus
2023,4,2023-09-23T16:00:00.000Z,401525507,Florida State,Clemson,P4_vs_P4,Favorite,-2.0,5.0,30.0,35.0,balanced_both_5_plus,W,5.0,,False,either_component_25_plus
2023,4,2023-09-23T22:30:00.000Z,401525508,Georgia Tech,Wake Forest,P4_vs_P4,Underdog,3.6666666666666665,10.0,20.0,30.0,balanced_both_5_plus,W,17.666666666666668,,False,both_positive
2023,4,2023-09-23T22:30:00.000Z,401525508,Georgia Tech,Wake Forest,P4_vs_P4,Underdog,3.6666666666666665,10.0,20.0,30.0,balanced_both_5_plus,W,17.666666666666668,,False,both_5_plus
2023,4,2023-09-23T22:30:00.000Z,401525508,Georgia Tech,Wake Forest,P4_vs_P4,Underdog,3.6666666666666665,10.0,20.0,30.0,balanced_both_5_plus,W,17.666666666666668,,False,defense_15_plus
2023,4,2023-09-23T22:30:00.000Z,401525508,Georgia Tech,Wake Forest,P4_vs_P4,Underdog,3.6666666666666665,10.0,20.0,30.0,balanced_both_5_plus,W,17.666666666666668,,False,defense_15_plus_off_nonnegative
2023,4,2023-09-23T19:30:00.000Z,401525509,Temple,Miami,G6_vs_P4,Underdog,23.333333333333332,2.0,14.0,16.0,balanced_both_positive,L,-10.666666666666668,,False,both_positive
2023,4,2023-09-24T00:00:00.000Z,401525510,North Carolina,Pittsburgh,P4_vs_P4,Favorite,-7.166666666666667,20.0,16.0,36.0,balanced_both_5_plus,W,9.833333333333332,,False,both_positive
2023,4,2023-09-24T00:00:00.000Z,401525510,North Carolina,Pittsburgh,P4_vs_P4,Favorite,-7.166666666666667,20.0,16.0,36.0,balanced_both_5_plus,W,9.833333333333332,,False,both_5_plus
2023,4,2023-09-24T00:00:00.000Z,401525510,North Carolina,Pittsburgh,P4_vs_P4,Favorite,-7.166666666666667,20.0,16.0,36.0,balanced_both_5_plus,W,9.833333333333332,,False,offense_15_plus
2023,4,2023-09-24T00:00:00.000Z,401525510,North Carolina,Pittsburgh,P4_vs_P4,Favorite,-7.166666666666667,20.0,16.0,36.0,balanced_both_5_plus,W,9.833333333333332,,False,defense_15_plus
2023,4,2023-09-24T00:00:00.000Z,401525510,North Carolina,Pittsburgh,P4_vs_P4,Favorite,-7.166666666666667,20.0,16.0,36.0,balanced_both_5_plus,W,9.833333333333332,,False,offense_15_plus_def_nonnegative
2023,4,2023-09-24T00:00:00.000Z,401525510,North Carolina,Pittsburgh,P4_vs_P4,Favorite,-7.166666666666667,20.0,16.0,36.0,balanced_both_5_plus,W,9.833333333333332,,False,defense_15_plus_off_nonnegative
2023,4,2023-09-24T00:00:00.000Z,401525510,North Carolina,Pittsburgh,P4_vs_P4,Favorite,-7.166666666666667,20.0,16.0,36.0,balanced_both_5_plus,W,9.833333333333332,,False,both_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525511,Virginia Tech,Marshall,P4_vs_G6,Underdog,5.333333333333333,15.0,0.0,15.0,offense_15_plus_def_nonnegative,L,-1.666666666666667,,False,offense_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525511,Virginia Tech,Marshall,P4_vs_G6,Underdog,5.333333333333333,15.0,0.0,15.0,offense_15_plus_def_nonnegative,L,-1.666666666666667,,False,offense_15_plus_def_nonnegative
2023,1,2023-09-02T23:00:00.000Z,401525819,Houston,UTSA,P4_vs_G6,Underdog,1.5,29.0,-13.0,16.0,offense_led_mixed,W,4.5,,False,offense_15_plus
2023,1,2023-09-02T23:00:00.000Z,401525819,Houston,UTSA,P4_vs_G6,Underdog,1.5,29.0,-13.0,16.0,offense_led_mixed,W,4.5,,False,offense_25_plus
2023,1,2023-09-02T23:00:00.000Z,401525819,Houston,UTSA,P4_vs_G6,Underdog,1.5,29.0,-13.0,16.0,offense_led_mixed,W,4.5,,False,either_component_25_plus
2023,1,2023-09-02T23:00:00.000Z,401525819,Houston,UTSA,P4_vs_G6,Underdog,1.5,29.0,-13.0,16.0,offense_led_mixed,W,4.5,,False,offense_led_mixed
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,G6_vs_P4,Underdog,13.6,30.0,9.0,39.0,balanced_both_5_plus,W,15.6,,False,both_positive
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,G6_vs_P4,Underdog,13.6,30.0,9.0,39.0,balanced_both_5_plus,W,15.6,,False,both_5_plus
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,G6_vs_P4,Underdog,13.6,30.0,9.0,39.0,balanced_both_5_plus,W,15.6,,False,offense_15_plus
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,G6_vs_P4,Underdog,13.6,30.0,9.0,39.0,balanced_both_5_plus,W,15.6,,False,offense_15_plus_def_nonnegative
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,G6_vs_P4,Underdog,13.6,30.0,9.0,39.0,balanced_both_5_plus,W,15.6,,False,offense_25_plus
2023,1,2023-09-02T23:30:00.000Z,401525825,Wyoming,Texas Tech,G6_vs_P4,Underdog,13.6,30.0,9.0,39.0,balanced_both_5_plus,W,15.6,,False,either_component_25_plus
2023,2,2023-09-09T22:00:00.000Z,401525830,Oklahoma,SMU,P4_vs_G6,Favorite,-16.333333333333332,14.0,7.0,21.0,balanced_both_5_plus,W,0.6666666666666679,0.5,False,both_positive
2023,2,2023-09-09T22:00:00.000Z,401525830,Oklahoma,SMU,P4_vs_G6,Favorite,-16.333333333333332,14.0,7.0,21.0,balanced_both_5_plus,W,0.6666666666666679,0.5,False,both_5_plus
2023,2,2023-09-09T23:00:00.000Z,401525831,Rice,Houston,G6_vs_P4,Underdog,7.166666666666667,29.0,-3.0,26.0,offense_led_mixed,W,9.166666666666668,,False,offense_15_plus
2023,2,2023-09-09T23:00:00.000Z,401525831,Rice,Houston,G6_vs_P4,Underdog,7.166666666666667,29.0,-3.0,26.0,offense_led_mixed,W,9.166666666666668,,False,offense_25_plus
2023,2,2023-09-09T23:00:00.000Z,401525831,Rice,Houston,G6_vs_P4,Underdog,7.166666666666667,29.0,-3.0,26.0,offense_led_mixed,W,9.166666666666668,,False,either_component_25_plus
2023,2,2023-09-09T23:00:00.000Z,401525831,Rice,Houston,G6_vs_P4,Underdog,7.166666666666667,29.0,-3.0,26.0,offense_led_mixed,W,9.166666666666668,,False,offense_led_mixed
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,G6_vs_P4,Underdog,14.25,12.0,34.0,46.0,balanced_both_5_plus,W,21.25,,False,both_positive
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,G6_vs_P4,Underdog,14.25,12.0,34.0,46.0,balanced_both_5_plus,W,21.25,,False,both_5_plus
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,G6_vs_P4,Underdog,14.25,12.0,34.0,46.0,balanced_both_5_plus,W,21.25,,False,defense_15_plus
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,G6_vs_P4,Underdog,14.25,12.0,34.0,46.0,balanced_both_5_plus,W,21.25,,False,defense_15_plus_off_nonnegative
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,G6_vs_P4,Underdog,14.25,12.0,34.0,46.0,balanced_both_5_plus,W,21.25,,False,defense_25_plus
2023,3,2023-09-16T23:00:00.000Z,401525835,Miami (OH),Cincinnati,G6_vs_P4,Underdog,14.25,12.0,34.0,46.0,balanced_both_5_plus,W,21.25,,False,either_component_25_plus
2023,3,2023-09-17T00:00:00.000Z,401525836,Houston,TCU,P4_vs_P4,Underdog,7.25,6.0,10.0,16.0,balanced_both_5_plus,L,-15.75,,False,both_positive
2023,3,2023-09-17T00:00:00.000Z,401525836,Houston,TCU,P4_vs_P4,Underdog,7.25,6.0,10.0,16.0,balanced_both_5_plus,L,-15.75,,False,both_5_plus
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,both_positive
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,both_5_plus
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,offense_15_plus
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,defense_15_plus
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,offense_15_plus_def_nonnegative
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,defense_15_plus_off_nonnegative
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,offense_25_plus
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,defense_25_plus
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,either_component_25_plus
2023,3,2023-09-17T02:30:00.000Z,401525837,Kansas,Nevada,P4_vs_G6,Favorite,-28.5,37.0,27.0,64.0,balanced_both_5_plus,L,-21.5,,False,both_15_plus
2023,3,2023-09-17T00:00:00.000Z,401525840,Wyoming,Texas,G6_vs_P4,Underdog,31.0,19.0,-1.0,18.0,offense_led_mixed,W,10.0,,False,offense_15_plus
2023,3,2023-09-17T00:00:00.000Z,401525840,Wyoming,Texas,G6_vs_P4,Underdog,31.0,19.0,-1.0,18.0,offense_led_mixed,W,10.0,,False,offense_led_mixed
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,P4_vs_G6,Favorite,-28.0,24.0,22.0,46.0,balanced_both_5_plus,W,21.0,,False,both_positive
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,P4_vs_G6,Favorite,-28.0,24.0,22.0,46.0,balanced_both_5_plus,W,21.0,,False,both_5_plus
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,P4_vs_G6,Favorite,-28.0,24.0,22.0,46.0,balanced_both_5_plus,W,21.0,,False,offense_15_plus
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,P4_vs_G6,Favorite,-28.0,24.0,22.0,46.0,balanced_both_5_plus,W,21.0,,False,defense_15_plus
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,P4_vs_G6,Favorite,-28.0,24.0,22.0,46.0,balanced_both_5_plus,W,21.0,,False,offense_15_plus_def_nonnegative
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,P4_vs_G6,Favorite,-28.0,24.0,22.0,46.0,balanced_both_5_plus,W,21.0,,False,defense_15_plus_off_nonnegative
2023,3,2023-09-16T19:30:00.000Z,401525842,Oklahoma,Tulsa,P4_vs_G6,Favorite,-28.0,24.0,22.0,46.0,balanced_both_5_plus,W,21.0,,False,both_15_plus
2023,4,2023-09-23T23:30:00.000Z,401525844,Texas,Baylor,P4_vs_P4,Favorite,-16.5,34.0,3.0,37.0,offense_15_plus_def_nonnegative,W,15.5,,False,both_positive
2023,4,2023-09-23T23:30:00.000Z,401525844,Texas,Baylor,P4_vs_P4,Favorite,-16.5,34.0,3.0,37.0,offense_15_plus_def_nonnegative,W,15.5,,False,offense_15_plus
2023,4,2023-09-23T23:30:00.000Z,401525844,Texas,Baylor,P4_vs_P4,Favorite,-16.5,34.0,3.0,37.0,offense_15_plus_def_nonnegative,W,15.5,,False,offense_15_plus_def_nonnegative
2023,4,2023-09-23T23:30:00.000Z,401525844,Texas,Baylor,P4_vs_P4,Favorite,-16.5,34.0,3.0,37.0,offense_15_plus_def_nonnegative,W,15.5,,False,offense_25_plus
2023,4,2023-09-23T23:30:00.000Z,401525844,Texas,Baylor,P4_vs_P4,Favorite,-16.5,34.0,3.0,37.0,offense_15_plus_def_nonnegative,W,15.5,,False,either_component_25_plus
2023,4,2023-09-23T16:00:00.000Z,401525845,Oklahoma,Cincinnati,P4_vs_P4,Favorite,-13.666666666666666,13.0,21.0,34.0,balanced_both_5_plus,W,0.3333333333333339,,False,both_positive
2023,4,2023-09-23T16:00:00.000Z,401525845,Oklahoma,Cincinnati,P4_vs_P4,Favorite,-13.666666666666666,13.0,21.0,34.0,balanced_both_5_plus,W,0.3333333333333339,,False,both_5_plus
2023,4,2023-09-23T16:00:00.000Z,401525845,Oklahoma,Cincinnati,P4_vs_P4,Favorite,-13.666666666666666,13.0,21.0,34.0,balanced_both_5_plus,W,0.3333333333333339,,False,defense_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525845,Oklahoma,Cincinnati,P4_vs_P4,Favorite,-13.666666666666666,13.0,21.0,34.0,balanced_both_5_plus,W,0.3333333333333339,,False,defense_15_plus_off_nonnegative
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,both_positive
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,both_5_plus
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,offense_15_plus
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,defense_15_plus
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,offense_15_plus_def_nonnegative
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,defense_15_plus_off_nonnegative
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,offense_25_plus
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,either_component_25_plus
2023,4,2023-09-23T19:30:00.000Z,401525847,Kansas,BYU,P4_vs_P4,Favorite,-9.333333333333334,26.0,18.0,44.0,balanced_both_5_plus,W,1.666666666666666,,False,both_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525849,SMU,TCU,G6_vs_P4,Underdog,6.833333333333333,-15.0,15.0,0.0,defense_led_mixed,L,-10.166666666666668,,False,defense_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525849,SMU,TCU,G6_vs_P4,Underdog,6.833333333333333,-15.0,15.0,0.0,defense_led_mixed,L,-10.166666666666668,,False,defense_led_mixed
2023,4,2023-09-23T16:00:00.000Z,401525849,TCU,SMU,P4_vs_G6,Favorite,-6.833333333333333,-15.0,15.0,0.0,defense_led_mixed,W,10.166666666666668,,False,defense_15_plus
2023,4,2023-09-23T16:00:00.000Z,401525849,TCU,SMU,P4_vs_G6,Favorite,-6.833333333333333,-15.0,15.0,0.0,defense_led_mixed,W,10.166666666666668,,False,defense_led_mixed
2023,3,2023-09-16T20:00:00.000Z,401531348,Tulane,Southern Miss,G6_vs_G6,Favorite,-7.75,20.0,0.0,20.0,offense_15_plus_def_nonnegative,W,10.25,,False,offense_15_plus
2023,3,2023-09-16T20:00:00.000Z,401531348,Tulane,Southern Miss,G6_vs_G6,Favorite,-7.75,20.0,0.0,20.0,offense_15_plus_def_nonnegative,W,10.25,,False,offense_15_plus_def_nonnegative
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,both_positive
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,both_5_plus
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,offense_15_plus
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,defense_15_plus
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,offense_15_plus_def_nonnegative
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,defense_15_plus_off_nonnegative
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,offense_25_plus
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,either_component_25_plus
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,G6_vs_G6,Underdog,2.0,36.0,18.0,54.0,balanced_both_5_plus,W,22.0,,False,both_15_plus
2023,1,2023-09-02T18:00:00.000Z,401531387,Temple,Akron,G6_vs_G6,Favorite,-9.875,31.0,-2.0,29.0,offense_led_mixed,L,-6.875,,False,offense_15_plus
2023,1,2023-09-02T18:00:00.000Z,401531387,Temple,Akron,G6_vs_G6,Favorite,-9.875,31.0,-2.0,29.0,offense_led_mixed,L,-6.875,,False,offense_25_plus
2023,1,2023-09-02T18:00:00.000Z,401531387,Temple,Akron,G6_vs_G6,Favorite,-9.875,31.0,-2.0,29.0,offense_led_mixed,L,-6.875,,False,either_component_25_plus
2023,1,2023-09-02T18:00:00.000Z,401531387,Temple,Akron,G6_vs_G6,Favorite,-9.875,31.0,-2.0,29.0,offense_led_mixed,L,-6.875,,False,offense_led_mixed
2023,3,2023-09-15T23:00:00.000Z,401531396,Army,UTSA,Other,Underdog,7.0,16.0,8.0,24.0,balanced_both_5_plus,W,15.0,,False,both_positive
2023,3,2023-09-15T23:00:00.000Z,401531396,Army,UTSA,Other,Underdog,7.0,16.0,8.0,24.0,balanced_both_5_plus,W,15.0,,False,both_5_plus
2023,3,2023-09-15T23:00:00.000Z,401531396,Army,UTSA,Other,Underdog,7.0,16.0,8.0,24.0,balanced_both_5_plus,W,15.0,,False,offense_15_plus
2023,3,2023-09-15T23:00:00.000Z,401531396,Army,UTSA,Other,Underdog,7.0,16.0,8.0,24.0,balanced_both_5_plus,W,15.0,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,both_positive
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,both_5_plus
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,offense_15_plus
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,defense_15_plus
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,defense_15_plus_off_nonnegative
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,offense_25_plus
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,defense_25_plus
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,either_component_25_plus
2023,2,2023-09-09T20:00:00.000Z,401531411,Marshall,East Carolina,G6_vs_G6,Favorite,-2.8333333333333335,26.0,28.0,54.0,balanced_both_5_plus,W,15.166666666666666,,False,both_15_plus
2023,4,2023-09-23T20:00:00.000Z,401531423,Rice,South Florida,G6_vs_G6,Favorite,-2.5,5.0,28.0,33.0,balanced_both_5_plus,L,-15.5,,False,both_positive
2023,4,2023-09-23T20:00:00.000Z,401531423,Rice,South Florida,G6_vs_G6,Favorite,-2.5,5.0,28.0,33.0,balanced_both_5_plus,L,-15.5,,False,both_5_plus
2023,4,2023-09-23T20:00:00.000Z,401531423,Rice,South Florida,G6_vs_G6,Favorite,-2.5,5.0,28.0,33.0,balanced_both_5_plus,L,-15.5,,False,defense_15_plus
2023,4,2023-09-23T20:00:00.000Z,401531423,Rice,South Florida,G6_vs_G6,Favorite,-2.5,5.0,28.0,33.0,balanced_both_5_plus,L,-15.5,,False,defense_15_plus_off_nonnegative
2023,4,2023-09-23T20:00:00.000Z,401531423,Rice,South Florida,G6_vs_G6,Favorite,-2.5,5.0,28.0,33.0,balanced_both_5_plus,L,-15.5,,False,defense_25_plus
2023,4,2023-09-23T20:00:00.000Z,401531423,Rice,South Florida,G6_vs_G6,Favorite,-2.5,5.0,28.0,33.0,balanced_both_5_plus,L,-15.5,,False,either_component_25_plus
2023,3,2023-09-14T23:30:00.000Z,401531428,Navy,Memphis,G6_vs_G6,Underdog,12.25,17.0,7.0,24.0,balanced_both_5_plus,W,8.25,,False,both_positive
2023,3,2023-09-14T23:30:00.000Z,401531428,Navy,Memphis,G6_vs_G6,Underdog,12.25,17.0,7.0,24.0,balanced_both_5_plus,W,8.25,,False,both_5_plus
2023,3,2023-09-14T23:30:00.000Z,401531428,Navy,Memphis,G6_vs_G6,Underdog,12.25,17.0,7.0,24.0,balanced_both_5_plus,W,8.25,,False,offense_15_plus
2023,3,2023-09-14T23:30:00.000Z,401531428,Navy,Memphis,G6_vs_G6,Underdog,12.25,17.0,7.0,24.0,balanced_both_5_plus,W,8.25,,False,offense_15_plus_def_nonnegative
2023,2,2023-09-09T22:00:00.000Z,401531842,Louisiana,Old Dominion,G6_vs_G6,Favorite,-6.0,32.0,-15.0,17.0,offense_led_mixed,L,-13.0,,False,offense_15_plus
2023,2,2023-09-09T22:00:00.000Z,401531842,Louisiana,Old Dominion,G6_vs_G6,Favorite,-6.0,32.0,-15.0,17.0,offense_led_mixed,L,-13.0,,False,offense_25_plus
2023,2,2023-09-09T22:00:00.000Z,401531842,Louisiana,Old Dominion,G6_vs_G6,Favorite,-6.0,32.0,-15.0,17.0,offense_led_mixed,L,-13.0,,False,either_component_25_plus
2023,2,2023-09-09T22:00:00.000Z,401531842,Louisiana,Old Dominion,G6_vs_G6,Favorite,-6.0,32.0,-15.0,17.0,offense_led_mixed,L,-13.0,,False,offense_led_mixed
2023,3,2023-09-16T23:00:00.000Z,401531848,James Madison,Troy,G6_vs_G6,Underdog,2.8333333333333335,5.0,17.0,22.0,balanced_both_5_plus,W,4.833333333333334,,False,both_positive
2023,3,2023-09-16T23:00:00.000Z,401531848,James Madison,Troy,G6_vs_G6,Underdog,2.8333333333333335,5.0,17.0,22.0,balanced_both_5_plus,W,4.833333333333334,,False,both_5_plus
2023,3,2023-09-16T23:00:00.000Z,401531848,James Madison,Troy,G6_vs_G6,Underdog,2.8333333333333335,5.0,17.0,22.0,balanced_both_5_plus,W,4.833333333333334,,False,defense_15_plus
2023,3,2023-09-16T23:00:00.000Z,401531848,James Madison,Troy,G6_vs_G6,Underdog,2.8333333333333335,5.0,17.0,22.0,balanced_both_5_plus,W,4.833333333333334,,False,defense_15_plus_off_nonnegative
2023,4,2023-09-23T23:30:00.000Z,401531875,Louisiana,Buffalo,G6_vs_G6,Favorite,-10.333333333333334,29.0,-3.0,26.0,offense_led_mixed,L,-3.333333333333334,,False,offense_15_plus
2023,4,2023-09-23T23:30:00.000Z,401531875,Louisiana,Buffalo,G6_vs_G6,Favorite,-10.333333333333334,29.0,-3.0,26.0,offense_led_mixed,L,-3.333333333333334,,False,offense_25_plus
2023,4,2023-09-23T23:30:00.000Z,401531875,Louisiana,Buffalo,G6_vs_G6,Favorite,-10.333333333333334,29.0,-3.0,26.0,offense_led_mixed,L,-3.333333333333334,,False,either_component_25_plus
